Counter	Timestamp	Ice Height [m]	Tempera
1	2000-00-00T00:00:00Z	1.304	13.7	999.9	
2	2000-00-00T00:00:00Z	1.304	13.3	999.8	
2	2000-00-00T00:00:00Z	1.304	13.7	999.8	
1	2000-00-00T00:00:00Z	1.304	14.7	999.8	
4	2022-05-06T11:07:15Z	1.298	14.5	999.9	
4	2022-05-06T11:37:15Z	1.298	13.6	1000.0
4	2022-05-06T12:07:15Z	1.298	13.3	1000.1
4	2022-05-06T12:37:15Z	1.298	13.3	1000.1
4	2022-05-06T13:07:15Z	1.298	13.2	1000.2
4	2022-05-06T13:37:15Z	1.298	13.3	1000.4
5	2022-05-06T14:07:15Z	1.298	13.4	1000.4
5	2022-05-06T14:37:15Z	1.298	13.5	1000.4
5	2022-05-06T15:07:15Z	1.298	13.5	1000.5
5	2022-05-06T15:37:15Z	1.298	13.5	1000.2
5	2022-05-06T16:07:15Z	1.298	13.6	1000.2
5	2022-05-06T16:37:15Z	1.298	13.6	1000.1
6	2022-05-06T17:07:15Z	1.298	13.6	1000.0
6	2022-05-06T17:37:15Z	1.298	13.7	999.9	
6	2022-05-06T18:07:15Z	1.298	13.9	999.8	
6	2022-05-06T18:37:14Z	1.298	14.0	999.8	
6	2022-05-06T19:07:15Z	1.298	14.1	999.8	
6	2022-05-06T19:37:15Z	1.298	13.8	999.6	
7	2022-05-06T20:07:15Z	1.298	13.7	999.4	
7	2022-05-06T20:37:15Z	1.298	13.8	999.3	
7	2022-05-06T21:07:15Z	1.298	13.8	999.4	
7	2022-05-06T21:37:15Z	1.298	13.9	999.5	
7	2022-05-06T22:07:15Z	1.298	14.0	999.5	
7	2022-05-06T22:37:15Z	1.298	14.2	999.5	
8	2022-05-06T23:07:15Z	1.298	14.3	999.6	
8	2022-05-06T23:37:15Z	1.298	14.5	999.6	
8	2022-05-07T00:07:15Z	1.298	14.5	999.6	
8	2022-05-07T00:37:15Z	1.298	14.4	999.6	
8	2022-05-07T01:07:14Z	1.298	14.4	999.4	
8	2022-05-07T01:37:15Z	1.298	14.3	999.5	
9	2022-05-07T02:07:14Z	1.298	14.1	999.5	
9	2022-05-07T02:37:15Z	1.298	14.0	999.5	
9	2022-05-07T03:07:14Z	1.298	14.0	999.5	
9	2022-05-07T03:37:15Z	1.298	14.0	999.5	
9	2022-05-07T04:07:14Z	1.298	14.0	999.4	
9	2022-05-07T04:37:15Z	1.298	14.2	999.4	
10	2022-05-07T05:07:14Z	1.298	14.3	999.3
10	2022-05-07T05:37:14Z	1.298	14.4	999.2
10	2022-05-07T06:07:14Z	1.298	14.7	999.2
10	2022-05-07T06:37:14Z	1.298	15.1	999.3
10	2022-05-07T07:07:14Z	1.298	14.8	999.1
10	2022-05-07T07:37:14Z	1.298	14.2	999.3
11	2022-05-07T08:07:14Z	1.298	13.5	999.4
11	2022-05-07T08:37:14Z	1.287	13.1	999.7
11	2022-05-07T09:07:14Z	1.285	-2.0	999.8
11	2022-05-07T09:37:14Z	1.285	-5.2	999.9
11	2022-05-07T10:07:15Z	1.309	-8.4	955.6
12	2022-05-07T10:37:14Z	1.327	-6.5	956.0
13	2022-05-07T11:07:14Z	1.327	-8.9	956.1
13	2022-05-07T11:37:14Z	1.327	-10.4	956.
13	2022-05-07T12:07:14Z	1.327	-10.4	956.
13	2022-05-07T12:37:14Z	1.327	-10.0	956.
13	2022-05-07T13:03:03Z	0.000	-8.5	956.9
14	2022-05-07T13:07:14Z	0.000	-9.3	957.0
14	2022-05-07T13:37:14Z	0.000	-6.9	957.2
15	2022-05-07T14:07:14Z	0.000	-6.1	957.3
15	2022-05-07T14:37:14Z	0.000	-7.1	957.5
15	2022-05-07T15:07:14Z	0.000	-8.0	957.5
15	2022-05-07T15:37:14Z	0.000	-8.9	957.8
15	2022-05-07T16:07:14Z	0.000	-10.0	957.
15	2022-05-07T16:37:15Z	0.000	-10.8	958.
16	2022-05-07T17:07:14Z	0.000	-11.1	958.
16	2022-05-07T17:37:14Z	0.000	-12.2	958.
16	2022-05-07T18:07:14Z	0.000	-12.6	958.
16	2022-05-07T18:37:15Z	0.000	-13.0	958.
16	2022-05-07T19:07:14Z	0.000	-13.7	958.
16	2022-05-07T19:37:15Z	0.000	-14.4	958.
17	2022-05-07T20:07:14Z	0.000	-14.8	959.
17	2022-05-07T20:37:14Z	0.000	-15.6	959.
17	2022-05-07T21:07:14Z	0.000	-15.6	959.
17	2022-05-07T21:37:14Z	0.000	-15.1	959.
17	2022-05-07T22:07:14Z	0.000	-15.0	959.
17	2022-05-07T22:37:15Z	0.000	-14.7	959.
18	2022-05-07T23:07:14Z	0.000	-14.5	959.
18	2022-05-07T23:37:14Z	0.000	-14.9	959.
18	2022-05-08T00:07:14Z	0.000	-14.0	958.
18	2022-05-08T00:37:14Z	0.000	-14.0	958.
18	2022-05-08T01:07:14Z	0.000	-14.3	958.
18	2022-05-08T01:37:14Z	0.000	-14.4	958.
19	2022-05-08T02:07:15Z	0.000	-14.0	958.
19	2022-05-08T02:37:14Z	0.000	-14.0	958.
19	2022-05-08T03:07:14Z	0.000	-13.7	958.
19	2022-05-08T03:37:14Z	0.000	-13.5	957.
19	2022-05-08T04:07:14Z	0.000	-13.2	957.
19	2022-05-08T04:37:14Z	0.000	-13.1	957.
20	2022-05-08T05:07:14Z	0.000	-12.8	956.
20	2022-05-08T05:37:14Z	0.000	-12.7	956.
20	2022-05-08T06:07:14Z	0.000	-12.3	956.
20	2022-05-08T06:37:14Z	0.000	-12.1	956.
20	2022-05-08T07:07:14Z	0.000	-11.9	956.
20	2022-05-08T07:37:15Z	0.000	-11.8	956.
21	2022-05-08T08:07:14Z	0.000	-11.8	956.
21	2022-05-08T08:37:14Z	0.000	-11.8	956.
21	2022-05-08T09:07:14Z	0.000	-11.8	956.
21	2022-05-08T09:37:14Z	0.000	-11.8	956.
21	2022-05-08T10:07:14Z	0.000	-11.7	957.
22	2022-05-08T08:37:14Z	0.000	-11.7	957.
23	2022-05-08T09:07:13Z	0.000	-11.7	957.
23	2022-05-08T09:37:13Z	0.000	-11.7	957.
23	2022-05-08T10:07:13Z	0.000	-11.6	957.
23	2022-05-08T10:37:13Z	0.000	-11.6	957.
23	2022-05-08T11:07:13Z	0.000	-11.6	957.
23	2022-05-08T11:37:14Z	0.000	-11.6	957.
24	2022-05-08T12:07:13Z	0.000	-11.5	957.
24	2022-05-08T12:37:13Z	0.000	-11.5	957.
24	2022-05-08T13:07:13Z	0.000	-11.5	957.
24	2022-05-08T13:37:13Z	0.000	-11.5	957.
24	2022-05-08T14:07:13Z	0.000	-11.4	957.
24	2022-05-08T14:37:13Z	0.000	-11.4	957.
25	2022-05-08T15:07:13Z	0.000	-11.4	957.
25	2022-05-08T15:37:13Z	0.000	-11.4	957.
25	2022-05-08T16:07:14Z	0.000	-11.3	957.
25	2022-05-08T16:37:13Z	0.000	-11.3	957.
25	2022-05-08T17:07:14Z	0.000	-11.3	957.
25	2022-05-08T17:37:13Z	0.000	-11.3	957.
26	2022-05-08T18:07:14Z	0.000	-11.2	957.
26	2022-05-08T18:37:13Z	0.000	-11.2	957.
26	2022-05-08T19:07:13Z	0.000	-11.2	957.
26	2022-05-08T19:37:13Z	0.000	-11.1	957.
26	2022-05-08T20:07:13Z	0.000	-11.1	957.
26	2022-05-08T20:37:14Z	0.000	-11.1	957.
27	2022-05-08T21:07:13Z	0.000	-11.1	956.
27	2022-05-08T21:37:13Z	0.000	-11.0	957.
27	2022-05-08T22:07:13Z	0.000	-11.0	957.
27	2022-05-08T22:37:13Z	0.000	-11.0	957.
27	2022-05-08T23:07:13Z	0.000	-11.0	957.
27	2022-05-08T23:37:14Z	0.000	-10.9	958.
28	2022-05-09T00:07:13Z	0.000	-10.9	958.
28	2022-05-09T00:37:14Z	0.000	-10.9	958.
28	2022-05-09T01:07:13Z	0.000	-10.9	958.
28	2022-05-09T01:37:13Z	0.000	-10.9	958.
28	2022-05-09T02:07:13Z	0.000	-10.8	957.
28	2022-05-09T02:37:14Z	0.000	-10.8	957.
29	2022-05-09T03:07:13Z	0.000	-10.8	957.
29	2022-05-09T03:37:13Z	0.000	-10.8	957.
29	2022-05-09T04:07:13Z	0.000	-10.8	957.
29	2022-05-09T04:37:13Z	0.000	-10.7	957.
29	2022-05-09T05:07:13Z	0.000	-10.7	957.
29	2022-05-09T05:37:13Z	0.000	-10.7	957.
30	2022-05-09T06:07:13Z	0.000	-10.7	956.
30	2022-05-09T06:37:13Z	0.000	-10.7	956.
30	2022-05-09T07:07:13Z	0.000	-10.6	956.
30	2022-05-09T07:37:13Z	0.000	-10.6	957.
30	2022-05-09T08:07:14Z	0.000	-10.6	957.
31	2022-05-09T08:37:16Z	0.000	-10.6	957.
32	2022-05-09T09:07:17Z	0.000	-10.6	957.
32	2022-05-09T09:37:16Z	0.000	-10.5	957.
32	2022-05-09T10:07:17Z	0.000	-10.5	957.
32	2022-05-09T10:37:16Z	0.000	-10.5	958.
32	2022-05-09T11:07:16Z	0.000	-10.5	958.
32	2022-05-09T11:37:16Z	0.000	-10.5	958.
33	2022-05-09T12:07:16Z	0.000	-10.5	958.
33	2022-05-09T12:37:16Z	0.000	-10.5	958.
33	2022-05-09T13:07:16Z	0.000	-10.4	958.
33	2022-05-09T13:37:16Z	0.000	-10.4	958.
33	2022-05-09T14:07:16Z	0.000	-10.4	959.
33	2022-05-09T14:37:17Z	0.000	-10.4	958.
34	2022-05-09T15:07:16Z	0.000	-10.4	958.
34	2022-05-09T15:37:16Z	0.000	-10.4	958.
34	2022-05-09T16:07:16Z	0.000	-10.3	958.
34	2022-05-09T16:37:17Z	0.000	-10.3	958.
34	2022-05-09T17:07:16Z	0.000	-10.3	958.
34	2022-05-09T17:37:17Z	0.000	-10.3	958.
35	2022-05-09T18:07:16Z	0.000	-10.3	958.
35	2022-05-09T18:37:16Z	0.000	-10.3	958.
35	2022-05-09T19:07:16Z	0.000	-10.3	958.
35	2022-05-09T19:37:16Z	0.000	-10.2	958.
35	2022-05-09T20:07:16Z	0.000	-10.2	958.
35	2022-05-09T20:37:17Z	0.000	-10.2	958.
36	2022-05-09T21:07:16Z	0.000	-10.2	958.
36	2022-05-09T21:37:16Z	0.000	-10.2	958.
36	2022-05-09T22:07:16Z	0.000	-10.2	958.
36	2022-05-09T22:37:16Z	0.000	-10.2	958.
36	2022-05-09T23:07:16Z	0.000	-10.1	958.
36	2022-05-09T23:37:16Z	0.000	-10.1	959.
37	2022-05-10T00:07:17Z	0.000	-10.1	958.
37	2022-05-10T00:37:16Z	0.000	-10.1	959.
37	2022-05-10T01:07:17Z	0.000	-10.1	959.
37	2022-05-10T01:37:16Z	0.000	-10.1	959.
37	2022-05-10T02:07:17Z	0.000	-10.1	958.
37	2022-05-10T02:37:16Z	0.000	-10.1	958.
38	2022-05-10T03:07:16Z	0.000	-10.0	958.
38	2022-05-10T03:37:16Z	0.000	-10.0	958.
38	2022-05-10T04:07:16Z	0.000	-10.0	958.
38	2022-05-10T04:37:16Z	0.000	-10.0	958.
38	2022-05-10T05:07:16Z	0.000	-10.0	958.
38	2022-05-10T05:37:17Z	0.000	-10.0	958.
39	2022-05-10T06:07:16Z	0.000	-10.0	958.
39	2022-05-10T06:37:16Z	0.000	-10.0	958.
39	2022-05-10T07:07:16Z	0.000	-10.0	959.
39	2022-05-10T07:37:16Z	0.000	-10.0	959.
39	2022-05-10T08:07:16Z	0.000	-10.0	959.
40	2022-05-10T08:37:22Z	0.000	-9.9	959.4
41	2022-05-10T09:07:21Z	0.000	-9.9	959.4
41	2022-05-10T09:37:21Z	0.000	-9.9	959.4
41	2022-05-10T10:07:21Z	0.000	-9.9	959.3
41	2022-05-10T10:37:21Z	0.000	-9.9	959.5
41	2022-05-10T11:07:21Z	0.000	-9.9	959.7
41	2022-05-10T11:37:22Z	0.000	-9.9	959.9
42	2022-05-10T12:07:21Z	0.000	-9.9	960.0
42	2022-05-10T12:37:21Z	0.000	-9.9	960.3
42	2022-05-10T13:07:21Z	0.000	-9.9	960.5
42	2022-05-10T13:37:21Z	0.000	-9.9	960.5
42	2022-05-10T14:07:21Z	0.000	-9.9	960.8
42	2022-05-10T14:37:21Z	0.000	-9.9	960.9
43	2022-05-10T15:07:21Z	0.000	-9.8	961.0
43	2022-05-10T15:37:21Z	0.000	-9.8	961.2
43	2022-05-10T16:07:22Z	0.000	-9.8	961.3
43	2022-05-10T16:37:21Z	0.000	-9.8	961.5
43	2022-05-10T17:07:21Z	0.000	-9.8	961.7
43	2022-05-10T17:37:21Z	0.000	-9.8	961.7
44	2022-05-10T18:07:21Z	0.000	-9.8	962.0
44	2022-05-10T18:37:21Z	0.000	-9.8	962.3
44	2022-05-10T19:07:21Z	0.000	-9.8	962.4
44	2022-05-10T19:37:21Z	0.000	-9.8	962.5
44	2022-05-10T20:07:21Z	0.000	-9.8	962.7
44	2022-05-10T20:37:22Z	0.000	-9.8	962.8
45	2022-05-10T21:07:21Z	0.000	-9.8	962.9
45	2022-05-10T21:37:21Z	0.000	-9.8	963.0
45	2022-05-10T22:07:21Z	0.000	-9.8	963.1
45	2022-05-10T22:37:21Z	0.000	-9.8	963.2
45	2022-05-10T23:07:21Z	0.000	-9.8	963.3
45	2022-05-10T23:37:22Z	0.000	-9.8	963.4
46	2022-05-11T00:07:21Z	0.000	-9.7	963.3
46	2022-05-11T00:37:22Z	0.000	-9.7	963.3
46	2022-05-11T01:07:21Z	0.000	-9.7	963.5
46	2022-05-11T01:37:21Z	0.000	-9.7	963.5
46	2022-05-11T02:07:21Z	0.000	-9.7	963.5
46	2022-05-11T02:37:22Z	0.000	-9.7	963.4
47	2022-05-11T03:07:21Z	0.000	-9.7	963.6
47	2022-05-11T03:37:21Z	0.000	-9.7	963.6
47	2022-05-11T04:07:21Z	0.000	-9.7	963.6
47	2022-05-11T04:37:21Z	0.000	-9.7	963.6
47	2022-05-11T05:07:21Z	0.000	-9.7	963.7
47	2022-05-11T05:37:21Z	0.000	-9.7	963.6
48	2022-05-11T06:07:21Z	0.000	-9.7	963.7
48	2022-05-11T06:37:21Z	0.000	-9.7	963.9
48	2022-05-11T07:07:21Z	0.000	-9.7	964.0
48	2022-05-11T07:37:21Z	0.000	-9.7	964.0
48	2022-05-11T08:07:22Z	0.000	-9.7	964.1
49	2022-05-11T08:37:23Z	0.000	-9.7	964.2
50	2022-05-11T09:07:23Z	0.000	-9.7	964.3
50	2022-05-11T09:37:23Z	0.000	-9.7	964.2
50	2022-05-11T10:07:23Z	0.000	-9.7	964.2
50	2022-05-11T10:37:23Z	0.000	-9.7	964.4
50	2022-05-11T11:07:23Z	0.000	-9.7	964.4
50	2022-05-11T11:37:23Z	0.000	-9.7	964.5
51	2022-05-11T12:07:23Z	0.000	-9.7	964.7
51	2022-05-11T12:37:23Z	0.000	-9.7	964.8
51	2022-05-11T13:07:23Z	0.000	-9.6	964.8
51	2022-05-11T13:37:23Z	0.000	-9.6	964.8
51	2022-05-11T14:07:23Z	0.000	-9.6	964.6
51	2022-05-11T14:37:24Z	0.000	-9.6	964.6
52	2022-05-11T15:07:23Z	0.000	-9.6	964.7
52	2022-05-11T15:37:23Z	0.000	-9.6	964.8
52	2022-05-11T16:07:23Z	0.000	-9.6	965.0
52	2022-05-11T16:37:24Z	0.000	-9.6	964.8
52	2022-05-11T17:07:23Z	0.000	-9.6	964.9
52	2022-05-11T17:37:24Z	0.000	-9.6	964.9
53	2022-05-11T18:07:23Z	0.000	-9.6	965.1
53	2022-05-11T18:37:23Z	0.000	-9.6	965.0
53	2022-05-11T19:07:23Z	0.000	-9.6	965.1
53	2022-05-11T19:37:23Z	0.000	-9.6	965.2
53	2022-05-11T20:07:23Z	0.000	-9.6	965.3
53	2022-05-11T20:37:24Z	0.000	-9.6	965.4
54	2022-05-11T21:07:23Z	0.000	-9.6	965.3
54	2022-05-11T21:37:23Z	0.000	-9.6	965.3
54	2022-05-11T22:07:23Z	0.000	-9.6	965.1
54	2022-05-11T22:37:23Z	0.000	-9.6	965.1
54	2022-05-11T23:07:23Z	0.000	-9.6	965.2
54	2022-05-11T23:37:23Z	0.000	-9.6	965.0
55	2022-05-12T00:07:24Z	0.000	-9.6	965.0
55	2022-05-12T00:37:23Z	0.000	-9.6	965.0
55	2022-05-12T01:07:23Z	0.000	-9.6	965.0
55	2022-05-12T01:37:23Z	0.000	-9.6	964.8
55	2022-05-12T02:07:23Z	0.000	-9.6	964.7
55	2022-05-12T02:37:23Z	0.000	-9.6	964.7
56	2022-05-12T03:07:23Z	0.000	-9.6	964.7
56	2022-05-12T03:37:23Z	0.000	-9.5	964.8
56	2022-05-12T04:07:23Z	0.000	-9.5	964.7
56	2022-05-12T04:37:23Z	0.000	-9.5	964.7
56	2022-05-12T05:07:23Z	0.000	-9.5	964.6
56	2022-05-12T05:37:24Z	0.000	-9.5	964.7
57	2022-05-12T06:07:23Z	0.000	-9.5	964.8
57	2022-05-12T06:37:23Z	0.000	-9.5	964.9
57	2022-05-12T07:07:23Z	0.000	-9.5	964.9
57	2022-05-12T07:37:23Z	0.000	-9.5	965.0
57	2022-05-12T08:07:23Z	0.000	-9.5	965.2
58	2022-05-12T08:37:29Z	0.000	-9.5	965.1
59	2022-05-12T09:07:28Z	0.000	-9.5	965.1
59	2022-05-12T09:37:28Z	0.000	-9.5	965.0
59	2022-05-12T10:07:28Z	0.000	-9.5	965.1
59	2022-05-12T10:37:28Z	0.000	-9.5	965.1
59	2022-05-12T11:07:28Z	0.000	-9.5	965.1
59	2022-05-12T11:37:29Z	0.000	-9.5	965.1
60	2022-05-12T12:07:28Z	0.000	-9.5	965.1
60	2022-05-12T12:37:28Z	0.000	-9.5	965.2
60	2022-05-12T13:07:28Z	0.000	-9.5	965.2
60	2022-05-12T13:37:28Z	0.000	-9.5	964.9
60	2022-05-12T14:07:28Z	0.000	-9.5	964.9
60	2022-05-12T14:37:28Z	0.000	-9.5	964.9
61	2022-05-12T15:07:28Z	0.000	-9.5	964.8
61	2022-05-12T15:37:28Z	0.000	-9.5	964.8
61	2022-05-12T16:07:29Z	0.000	-9.5	964.8
61	2022-05-12T16:37:28Z	0.000	-9.5	964.5
61	2022-05-12T17:07:28Z	0.000	-9.5	964.5
61	2022-05-12T17:37:28Z	0.000	-9.5	964.4
62	2022-05-12T18:07:28Z	0.000	-9.4	964.3
62	2022-05-12T18:37:28Z	0.000	-9.4	964.3
62	2022-05-12T19:07:28Z	0.000	-9.4	964.2
62	2022-05-12T19:37:28Z	0.000	-9.4	964.3
62	2022-05-12T20:07:28Z	0.000	-9.4	964.2
62	2022-05-12T20:37:29Z	0.000	-9.4	964.0
63	2022-05-12T21:07:28Z	0.000	-9.4	964.0
63	2022-05-12T21:37:28Z	0.000	-9.4	963.8
63	2022-05-12T22:07:28Z	0.000	-9.4	963.7
63	2022-05-12T22:37:28Z	0.000	-9.4	963.6
63	2022-05-12T23:07:28Z	0.000	-9.4	963.3
63	2022-05-12T23:37:29Z	0.000	-9.4	963.3
64	2022-05-13T00:07:28Z	0.000	-9.4	963.0
64	2022-05-13T00:37:28Z	0.000	-9.4	962.9
64	2022-05-13T01:07:28Z	0.000	-9.4	962.8
64	2022-05-13T01:37:28Z	0.000	-9.4	962.7
64	2022-05-13T02:07:28Z	0.000	-9.4	962.5
64	2022-05-13T02:37:29Z	0.000	-9.4	962.4
65	2022-05-13T03:07:28Z	0.000	-9.4	962.2
65	2022-05-13T03:37:28Z	0.000	-9.4	962.0
65	2022-05-13T04:07:28Z	0.000	-9.4	962.0
65	2022-05-13T04:37:28Z	0.000	-9.4	961.8
65	2022-05-13T05:07:28Z	0.000	-9.4	961.8
65	2022-05-13T05:37:28Z	0.000	-9.4	961.7
66	2022-05-13T06:07:28Z	0.000	-9.4	961.6
66	2022-05-13T06:37:28Z	0.000	-9.4	961.5
66	2022-05-13T07:07:28Z	0.000	-9.4	961.5
66	2022-05-13T07:37:28Z	0.000	-9.4	961.4
66	2022-05-13T08:07:28Z	0.000	-9.4	961.4
67	2022-05-13T08:37:30Z	0.000	-9.3	961.4
68	2022-05-13T09:07:30Z	0.000	-9.4	961.2
68	2022-05-13T09:37:30Z	0.000	-9.3	961.1
68	2022-05-13T10:07:30Z	0.000	-9.3	961.1
68	2022-05-13T10:37:30Z	0.000	-9.3	961.2
68	2022-05-13T11:07:30Z	0.000	-9.3	961.0
68	2022-05-13T11:37:30Z	0.000	-9.3	961.0
69	2022-05-13T12:07:30Z	0.000	-9.3	960.9
69	2022-05-13T12:37:30Z	0.000	-9.3	960.8
69	2022-05-13T13:07:30Z	0.000	-9.3	960.8
69	2022-05-13T13:37:30Z	0.000	-9.3	960.9
69	2022-05-13T14:07:30Z	0.000	-9.3	960.8
69	2022-05-13T14:37:31Z	0.000	-9.3	960.8
70	2022-05-13T15:07:30Z	0.000	-9.3	960.7
70	2022-05-13T15:37:30Z	0.000	-9.3	960.8
70	2022-05-13T16:07:30Z	0.000	-9.3	960.8
70	2022-05-13T16:37:30Z	0.000	-9.3	960.8
70	2022-05-13T17:07:30Z	0.000	-9.3	960.6
70	2022-05-13T17:37:31Z	0.000	-9.3	960.7
71	2022-05-13T18:07:30Z	0.000	-9.3	960.7
71	2022-05-13T18:37:30Z	0.000	-9.3	960.5
71	2022-05-13T19:07:30Z	0.000	-9.3	960.6
71	2022-05-13T19:37:30Z	0.000	-9.3	960.6
71	2022-05-13T20:07:30Z	0.000	-9.3	960.7
71	2022-05-13T20:37:31Z	0.000	-9.3	960.8
72	2022-05-13T21:07:30Z	0.000	-9.3	960.7
72	2022-05-13T21:37:30Z	0.000	-9.3	960.8
72	2022-05-13T22:07:30Z	0.000	-9.3	960.7
72	2022-05-13T22:37:30Z	0.000	-9.3	960.7
72	2022-05-13T23:07:30Z	0.000	-9.3	960.6
72	2022-05-13T23:37:30Z	0.000	-9.3	960.7
73	2022-05-14T00:07:30Z	0.000	-9.3	960.5
73	2022-05-14T00:37:30Z	0.000	-9.3	960.5
73	2022-05-14T01:07:30Z	0.000	-9.2	960.5
73	2022-05-14T01:37:30Z	0.000	-9.2	960.5
73	2022-05-14T02:07:30Z	0.000	-9.2	960.6
73	2022-05-14T02:37:30Z	0.000	-9.2	960.5
74	2022-05-14T03:07:30Z	0.000	-9.2	960.4
74	2022-05-14T03:37:30Z	0.000	-9.2	960.4
74	2022-05-14T04:07:30Z	0.000	-9.2	960.3
74	2022-05-14T04:37:30Z	0.000	-9.2	960.4
74	2022-05-14T05:07:30Z	0.000	-9.2	960.4
74	2022-05-14T05:37:30Z	0.000	-9.2	960.4
75	2022-05-14T06:07:30Z	0.000	-9.2	960.5
75	2022-05-14T06:37:30Z	0.000	-9.2	960.6
75	2022-05-14T07:07:30Z	0.000	-9.2	960.7
75	2022-05-14T07:37:30Z	0.000	-9.2	960.7
75	2022-05-14T08:07:30Z	0.000	-9.2	960.7
76	2022-05-14T08:37:34Z	0.000	-9.2	960.8
77	2022-05-14T09:07:33Z	0.000	-9.2	960.9
77	2022-05-14T09:37:33Z	0.000	-9.2	961.1
77	2022-05-14T10:07:33Z	0.000	-9.2	961.1
77	2022-05-14T10:37:33Z	0.000	-9.2	961.1
77	2022-05-14T11:07:33Z	0.000	-9.2	961.3
77	2022-05-14T11:37:33Z	0.000	-9.2	961.5
78	2022-05-14T12:07:33Z	0.000	-9.2	961.6
78	2022-05-14T12:37:33Z	0.000	-9.2	961.7
78	2022-05-14T13:07:33Z	0.000	-9.2	961.9
78	2022-05-14T13:37:33Z	0.000	-9.2	962.1
78	2022-05-14T14:07:33Z	0.000	-9.2	962.2
78	2022-05-14T14:37:33Z	0.000	-9.2	962.2
79	2022-05-14T15:07:33Z	0.000	-9.2	962.3
79	2022-05-14T15:37:33Z	0.000	-9.2	962.3
79	2022-05-14T16:07:33Z	0.000	-9.1	962.4
79	2022-05-14T16:37:33Z	0.000	-9.2	962.5
79	2022-05-14T17:07:33Z	0.000	-9.2	962.7
79	2022-05-14T17:37:33Z	0.000	-9.2	962.8
80	2022-05-14T18:07:33Z	0.000	-9.1	962.8
80	2022-05-14T18:37:33Z	0.000	-9.1	963.0
80	2022-05-14T19:07:33Z	0.000	-9.1	963.3
80	2022-05-14T19:37:33Z	0.000	-9.1	963.4
80	2022-05-14T20:07:33Z	0.000	-9.1	963.6
80	2022-05-14T20:37:33Z	0.000	-9.1	963.7
81	2022-05-14T21:07:33Z	0.000	-9.1	963.8
81	2022-05-14T21:37:33Z	0.000	-9.1	964.0
81	2022-05-14T22:07:33Z	0.000	-9.1	964.0
81	2022-05-14T22:37:33Z	0.000	-9.1	964.2
81	2022-05-14T23:07:33Z	0.000	-9.1	964.3
81	2022-05-14T23:37:34Z	0.000	-9.1	964.5
82	2022-05-15T00:07:33Z	0.000	-9.1	964.7
82	2022-05-15T00:37:33Z	0.000	-9.1	964.7
82	2022-05-15T01:07:33Z	0.000	-9.1	964.8
82	2022-05-15T01:37:33Z	0.000	-9.1	964.9
82	2022-05-15T02:07:33Z	0.000	-9.1	965.1
82	2022-05-15T02:37:34Z	0.000	-9.1	965.2
83	2022-05-15T03:07:33Z	0.000	-9.1	965.5
83	2022-05-15T03:37:33Z	0.000	-9.1	965.5
83	2022-05-15T04:07:33Z	0.000	-9.1	965.8
83	2022-05-15T04:37:33Z	0.000	-9.1	965.9
83	2022-05-15T05:07:33Z	0.000	-9.1	965.9
83	2022-05-15T05:37:33Z	0.000	-9.1	966.0
84	2022-05-15T06:07:33Z	0.000	-9.1	966.3
84	2022-05-15T06:37:33Z	0.000	-9.0	966.7
84	2022-05-15T07:07:33Z	0.000	-9.0	966.8
84	2022-05-15T07:37:33Z	0.000	-9.0	967.1
84	2022-05-15T08:07:33Z	0.000	-9.0	967.2
85	2022-05-15T08:37:36Z	0.000	-9.0	967.4
86	2022-05-15T09:07:36Z	0.000	-9.0	967.6
86	2022-05-15T09:37:36Z	0.000	-9.0	967.9
86	2022-05-15T10:07:36Z	0.000	-9.0	968.1
86	2022-05-15T10:37:36Z	0.000	-9.0	968.3
86	2022-05-15T11:07:36Z	0.000	-9.0	968.4
86	2022-05-15T11:37:36Z	0.000	-9.0	968.6
87	2022-05-15T12:07:36Z	0.000	-9.0	968.8
87	2022-05-15T12:37:36Z	0.000	-9.0	968.9
87	2022-05-15T13:07:36Z	0.000	-9.0	969.0
87	2022-05-15T13:37:36Z	0.000	-9.0	969.2
87	2022-05-15T14:07:36Z	0.000	-9.0	969.3
87	2022-05-15T14:37:37Z	0.000	-9.0	969.6
88	2022-05-15T15:07:36Z	0.000	-9.0	969.7
88	2022-05-15T15:37:36Z	0.000	-9.0	969.8
88	2022-05-15T16:07:36Z	0.000	-9.0	969.9
88	2022-05-15T16:37:36Z	0.000	-9.0	969.9
88	2022-05-15T17:07:36Z	0.000	-8.9	970.1
88	2022-05-15T17:37:37Z	0.000	-8.9	970.3
89	2022-05-15T18:07:36Z	0.000	-8.9	970.4
89	2022-05-15T18:37:36Z	0.000	-8.9	970.7
89	2022-05-15T19:07:36Z	0.000	-8.9	970.7
89	2022-05-15T19:37:36Z	0.000	-8.9	970.9
89	2022-05-15T20:07:36Z	0.000	-8.9	971.1
89	2022-05-15T20:37:36Z	0.000	-8.9	971.1
90	2022-05-15T21:07:36Z	0.000	-8.9	971.2
90	2022-05-15T21:37:36Z	0.000	-8.9	971.2
90	2022-05-15T22:07:36Z	0.000	-8.9	971.3
90	2022-05-15T22:37:36Z	0.000	-8.9	971.4
90	2022-05-15T23:07:36Z	0.000	-8.9	971.5
90	2022-05-15T23:37:36Z	0.000	-8.9	971.6
91	2022-05-16T00:07:36Z	0.000	-8.9	971.8
91	2022-05-16T00:37:36Z	0.000	-8.9	971.7
91	2022-05-16T01:07:36Z	0.000	-8.9	971.9
